image,pred,lat,lon,found_Anditi
Cao Lanh City-2289.jpeg,0.9719988778233528,10.447316205796186N,105.60435468748452E,[]
Vĩnh Long-416.jpeg,0.971964880824089,10.236870204011284N,105.96649856499045E,[]
Cai Lậy Town-5230.jpeg,0.97192170470953,10.458529243923762N,106.18134424358063E,[]
Go Cong Town-2012.jpeg,0.97190111130476,10.396736873981526N,106.62790196214955E,[]
Long Xuyen City-2991.jpeg,0.971880592405796,10.375830808075445N,105.39201250389236E,['490.jpeg']
Cai Lậy Town-5575.jpeg,0.9718544781208038,10.465266577738122N,106.16764339237213E,[]
Trà Vinh City-499.jpeg,0.9718481227755548,9.909539837730343N,106.32492539803008E,[]
Cai Lậy Town-3727.jpeg,0.9718223884701728,10.43157990866631N,106.19230492454746E,[]
Chau Doc City-2281.jpeg,0.9718013629317284,10.671530607297658N,105.08231030937058E,[]
Go Cong Town-4050.jpeg,0.9717918634414672,10.4371608768677N,106.66078230876171E,['847.jpeg']
Go Cong Town-3309.jpeg,0.9717592820525168,10.425033676001851N,106.6306419910339E,[]
Long Hồ District-2249.jpeg,0.9717198833823204,10.172854838955288N,105.92220962059528E,[]
Chau Doc City-3360.jpeg,0.9716919660568236,10.687700208452133N,105.11384919810367E,[]
Trà Vinh City-472.jpeg,0.9716875851154329,9.90819237096747N,106.34407809649787E,[]
Tây Ninh City-387.jpeg,0.971666805446148,11.308398504318339N,106.13337437288207E,[]
Cai Lậy Town-5846.jpeg,0.9716638475656508,10.470656444789617N,106.1525724560427E,[]
Tây Ninh City-1835.jpeg,0.9716505631804466,11.343432640153088N,106.11688134011352E,['97.jpeg']
Cao Lanh City-2067.jpeg,0.9716335907578468,10.443273805507571N,105.61805706615645E,[]
Cai Lậy Town-3482.jpeg,0.9715970978140832,10.427537508377691N,106.13339126435075E,[]
Trà Vinh City-1693.jpeg,0.9715874269604684,9.958048641193713N,106.35091834595066E,[]
Cai Lậy Town-6586.jpeg,0.9715633764863014,10.490868446232705N,106.09502888096684E,[]
Cai Lậy Town-3188.jpeg,0.9715599790215492,10.422147641326202N,106.12106049826308E,[]
Long Xuyen City-1305.jpeg,0.9715304151177406,10.338101738715023N,105.4742033836116E,['930.jpeg']
Binh Minh Town-2362.jpeg,0.9714952707290648,10.047720940644355N,105.84332067237811E,[]
Sa Đéc City-2881.jpeg,0.9714790731668472,10.373168544186822N,105.71483936834429E,[]
Trà Vinh City-752.jpeg,0.9714722260832788,9.917624638307569N,106.34407809649787E,[]
Long Xuyen City-2924.jpeg,0.97146138548851,10.374483341312578N,105.39201250389236E,['490.jpeg']
Go Cong Town-759.jpeg,0.9714197516441344,10.363050204909717N,106.65256222210868E,['845.jpeg']
Cai Lậy Town-3932.jpeg,0.9713932648301123,10.435622308954924N,106.17449381797637E,[]
Phu Ly City-3808.jpeg,0.9713795110583304,20.577448812560007N,105.93439668045279E,[]
Long Hồ District-3264.jpeg,0.9713764488697052,10.184982039821136N,105.93727131866235E,[]
Cai Lậy Town-4972.jpeg,0.9713728949427604,10.454486843635143N,106.12380066850477E,[]
Cai Lậy Town-5617.jpeg,0.971362702548504,10.466614044500997N,106.12791092386735E,[]
Vĩnh Long-1235.jpeg,0.9713494330644608,10.251692338402876N,105.99662386391029E,[]
Long Xuyen City-4132.jpeg,0.9713308438658714,10.400085209807154N,105.4002315918643E,[]
Go Cong Town-3712.jpeg,0.9713265970349312,10.431771009816211N,106.62927197659172E,[]
Cao Lanh City-3890.jpeg,0.9713230654597282,10.481002874868004N,105.6454618235003E,"['947.jpeg', '18.jpeg']"
Cai Lậy Town-6585.jpeg,0.9713147878646852,10.490868446232705N,106.09365879584597E,[]
Tây Ninh City-353.jpeg,0.9712804406881332,11.308398504318339N,106.08664411337115E,"['989.jpeg', '964.jpeg']"
Cai Lậy Town-4018.jpeg,0.9712688401341438,10.436969775717799N,106.19093483942662E,['779.jpeg']
Cai Lậy Town-5649.jpeg,0.9712556526064872,10.466614044500997N,106.17175364773465E,[]
Long Hồ District-4002.jpeg,0.9712237045168876,10.194414307161237N,106.00847207316117E,[]
Cai Lậy Town-3928.jpeg,0.9712135568261148,10.435622308954924N,106.16901347749294E,[]
Sa Đéc City-2059.jpeg,0.971174418926239,10.336786941589265N,105.74223203920499E,['917.jpeg']
Long Xuyen City-3845.jpeg,0.9711696282029152,10.393347875992792N,105.39886174386898E,[]
Trà Vinh City-662.jpeg,0.9711550176143646,9.914929704781827N,106.32766149781118E,[]
Go Cong Town-2711.jpeg,0.971147321164608,10.412906475136N,106.67859249650996E,[]
Binh Minh Town-1279.jpeg,0.9711067005991936,10.024814005675537N,105.86111053069003E,[]
Cai Lậy Town-5684.jpeg,0.9710517302155496,10.467961511263871N,106.1224305833839E,[]
Sa Đéc City-2799.jpeg,0.9710448086261748,10.3691261438982N,105.70936083417213E,[]
Cao Lanh City-1418.jpeg,0.9710418954491616,10.432494071404587N,105.64135110989872E,[]
Long Hồ District-1286.jpeg,0.9710218980908394,10.16072763808944N,105.97424094119057E,[]
Long Xuyen City-2826.jpeg,0.9710198044776917,10.371788407786832N,105.43721748773795E,[]
Yên Mỹ District-3472.jpeg,0.9709914103150368,20.912478611516125N,106.00608764113643E,"['108.jpeg', '625.jpeg']"
Long Hồ District-6430.jpeg,0.9709839969873428,10.249660444438993N,106.0112105637188E,[]
Trà Vinh City-376.jpeg,0.9709734544157982,9.905497437441726N,106.32218929824893E,[]
Hung Yen City-1453.jpeg,0.9709501937031746,20.643519608843928N,106.07776432369208E,[]
Cai Lậy Town-4482.jpeg,0.9709366634488106,10.445054576295032N,106.17312373285549E,[]
Trà Vinh City-976.jpeg,0.9709120243787766,9.925709438884796N,106.34134199671676E,['756.jpeg']
Trà Vinh City-470.jpeg,0.9709101170301436,9.90819237096747N,106.34134199671676E,[]
Long Hồ District-6183.jpeg,0.9709081575274467,10.240228177098889N,105.94274829977763E,[]
Sa Đéc City-1207.jpeg,0.970901109278202,10.30444773928033N,105.76003727526444E,[]
Chau Doc City-1539.jpeg,0.9708767235279084,10.6594034064318N,105.05077142063746E,['478.jpeg']
Go Cong Town-2608.jpeg,0.9708765968680382,10.411559008373121N,106.61831186105434E,[]
Trà Vinh City-126.jpeg,0.970870204269886,9.894717703338756N,106.34271004660732E,"['752.jpeg', '738.jpeg']"
Thái Bình-1377.jpeg,0.9708671122789384,20.447332642594482N,106.32632120285044E,[]
Thái Bình-1437.jpeg,0.9708645418286324,20.44868010935739N,106.31481617319312E,[]
Cao Lanh City-2243.jpeg,0.9708316922187804,10.44596873903332N,105.64135110989872E,[]
Cai Lậy Town-4971.jpeg,0.9708144292235374,10.454486843635143N,106.1224305833839E,[]
Cai Lậy Town-5977.jpeg,0.9708062633872032,10.473351378315359N,106.14709211555929E,[]
Long Hồ District-4774.jpeg,0.9708034545183182,10.209236441552832N,105.99751811093057E,[]
Phu Ly City-3817.jpeg,0.9707887321710588,20.577448812560007N,105.94734749605469E,['345.jpeg']
Phu Ly City-57.jpeg,0.9707828238606452,20.492558406496656N,105.9142509672943E,[]
Cai Lậy Town-5056.jpeg,0.9707677364349364,10.455834310398014N,106.13887160483415E,[]
Cai Lậy Town-2025.jpeg,0.970745638012886,10.39924070635737N,106.1224305833839E,[]
Long Hồ District-1248.jpeg,0.9707432463765144,10.16072763808944N,105.91673263947999E,['34.jpeg']
Long Hồ District-1419.jpeg,0.9707378968596458,10.162075104852311N,106.00710282788233E,[]
Long Xuyen City-5054.jpeg,0.9707206785678864,10.422992144775987N,105.44543657570988E,[]
Cao Lanh City-4728.jpeg,0.970708891749382,10.49851994278535N,105.58106064374226E,[]
Trà Vinh City-820.jpeg,0.9706657975912094,9.920319571833314N,106.3303975975923E,[]
Long Hồ District-1639.jpeg,0.970657967031002,10.16477003837806N,106.00710282788233E,[]
Cao Lanh City-1787.jpeg,0.9706148728728294,10.437883938456077N,105.68519872164887E,[]
Cai Lậy Town-5560.jpeg,0.9706130400300026,10.465266577738122N,106.14709211555929E,[]
Long Hồ District-3534.jpeg,0.970596805214882,10.18767697334688N,106.00984131843998E,[]
Long Hồ District-4377.jpeg,0.9705945551395416,10.202499107738472N,105.9181018847588E,[]
Thanh Liêm District-6221.jpeg,0.9705843925476074,20.488174414831512N,105.90313064745148E,[]
Hung Yen City-1138.jpeg,0.9705662652850152,20.635434808266467N,106.09360514840996E,['304.jpeg']
Cai Lậy Town-3117.jpeg,0.9705335795879364,10.420800174563325N,106.12106049826308E,[]
Cai Lậy Town-6584.jpeg,0.9705282151699066,10.490868446232705N,106.09228871072513E,[]
Go Cong Town-1613.jpeg,0.9705225303769112,10.385957139878546N,106.63338201991824E,[]
Cai Lậy Town-4875.jpeg,0.9704958498477936,10.4517919101094N,106.19093483942662E,[]
Vĩnh Long-1650.jpeg,0.9704828783869744,10.258429672217233N,105.98293054621945E,[]
Cai Lậy Town-6093.jpeg,0.9704815968871116,10.476046311841102N,106.12654083874648E,[]
Duy Tiên District-567.jpeg,0.9704701229929924,20.587706974726427N,105.97920979293177E,"['340.jpeg', '341.jpeg']"
Binh Minh Town-1840.jpeg,0.9704699218273164,10.036941206541384N,105.86658433324753E,[]
Vĩnh Long-483.jpeg,0.970438152551651,10.238217670774157N,105.98156121445038E,[]
Trà Vinh City-2527.jpeg,0.9704183489084244,9.979608109399651N,106.36186274507514E,"['571.jpeg', '572.jpeg']"
Cai Lậy Town-4866.jpeg,0.9703631922602654,10.4517919101094N,106.17860407333892E,[]
Duy Tiên District-3437.jpeg,0.9703572243452072,20.645648045531594N,105.94321467287777E,[]
Thái Bình-714.jpeg,0.9703428447246552,20.433857974965385N,106.34070248992211E,[]
Phu Ly City-2171.jpeg,0.9703365415334702,20.545109610250154N,105.8782764795113E,[]
Tam Điệp-4597.jpeg,0.9703161343932152,20.187068811862233N,105.87660127839526E,[]
Cao Lanh City-1590.jpeg,0.970298707485199,10.435189004930333N,105.6440915856331E,[]
Cai Lậy Town-4481.jpeg,0.9702895134687424,10.445054576295032N,106.17175364773465E,[]
Sa Đéc City-1999.jpeg,0.9702578485012054,10.33409200806352N,105.743601672748E,[]
Tây Ninh City-855.jpeg,0.9702451080083848,11.32187317194709N,106.08939295216592E,"['990.jpeg', '985.jpeg']"
Cai Lậy Town-4696.jpeg,0.970232181251049,10.449096976583652N,106.14983228580098E,[]
Bến Tre City-3243.jpeg,0.9702317640185356,10.269101875094902N,106.34063090429568E,"['704.jpeg', '698.jpeg', '689.jpeg']"
Cai Lậy Town-5828.jpeg,0.970223106443882,10.470656444789617N,106.12791092386735E,[]
Cai Lậy Town-4593.jpeg,0.9702180698513984,10.447749509820778N,106.11283998753794E,[]
Long Hồ District-688.jpeg,0.97019524872303,10.15264283751221N,106.00847207316117E,[]
Trà Vinh City-354.jpeg,0.9701831787824632,9.904149970678857N,106.34407809649787E,"['751.jpeg', '731.jpeg']"
Long Hồ District-1355.jpeg,0.9701830744743348,10.162075104852311N,105.91673263947999E,['34.jpeg']
Cai Lậy Town-6007.jpeg,0.9701817110180856,10.474698845078231N,106.09776905120856E,[]
Trà Vinh City-710.jpeg,0.9701693877577782,9.916277171544703N,106.33997394682622E,[]
Go Cong Town-298.jpeg,0.9701639786362648,10.34957553728099N,106.66489235208824E,['857.jpeg']
Long Hồ District-6546.jpeg,0.9701540470123292,10.257745245016228N,106.00025660148823E,[]
Cai Lậy Town-5922.jpeg,0.9701022878289224,10.472003911552486N,106.16353313700955E,[]
Tây Ninh City-3899.jpeg,0.9700766578316689,11.379814242750715N,106.0797720163843E,['610.jpeg']
Go Cong Town-1819.jpeg,0.970051534473896,10.391347006930033N,106.64160210657127E,['604.jpeg']
Sa Đéc City-2027.jpeg,0.9700289815664292,10.335439474826392N,105.74086240566193E,[]
Cao Lanh City-4501.jpeg,0.970027171075344,10.493130075733859N,105.6440915856331E,[]
Tây Ninh City-856.jpeg,0.9699668511748314,11.32187317194709N,106.09076737156332E,"['990.jpeg', '985.jpeg']"
Duy Tiên District-593.jpeg,0.9699550122022628,20.589054441489335N,105.97920979293177E,"['340.jpeg', '341.jpeg']"
Chau Doc City-428.jpeg,0.969949834048748,10.632454071174338N,105.09876538175307E,['477.jpeg']
Sa Đéc City-1574.jpeg,0.9699422791600228,10.31792240690905N,105.7353838714898E,[]
Hoa Lư District-388.jpeg,0.9699338600039482,20.19664430755339N,105.94927148754331E,[]
Cai Lậy Town-4089.jpeg,0.9699205830693244,10.43831724248067N,106.17860407333892E,[]
Long Hồ District-1158.jpeg,0.9699198082089424,10.15938017132657N,105.94000980922003E,[]
Long Hồ District-6268.jpeg,0.9698969572782516,10.242923110624638N,105.92631735643175E,[]
Go Cong Town-723.jpeg,0.9698835238814354,10.361702738146843N,106.67722248206778E,['852.jpeg']
Cao Lanh City-3872.jpeg,0.969872072339058,10.481002874868004N,105.62079754189082E,[]
Go Cong Town-2080.jpeg,0.9698439836502076,10.398084340744397N,106.64845217878214E,[]
Cai Lậy Town-5491.jpeg,0.9698385074734688,10.463919110975251N,106.14983228580098E,[]
Cai Lậy Town-4867.jpeg,0.9698208793997763,10.4517919101094N,106.17997415845981E,[]
Long Hồ District-1291.jpeg,0.9697848111391068,10.16072763808944N,105.9810871675847E,[]
Cai Lậy Town-5274.jpeg,0.9697742238640784,10.459876710686634N,106.14435194531758E,[]
Cai Lậy Town-4402.jpeg,0.9697647020220757,10.443707109532163N,106.17175364773465E,[]
Go Cong Town-4481.jpeg,0.9697582945227624,10.447940610970683N,106.65256222210868E,[]
Chau Doc City-4148.jpeg,0.9697571098804474,10.70117487608087N,105.11659171016743E,"['959.jpeg', '470.jpeg']"
Tây Ninh City-193.jpeg,0.969747893512249,11.30300863726684N,106.11550692071616E,[]
Tam Điệp-3396.jpeg,0.969744898378849,20.16820427718152N,105.94406570916391E,[]
Tây Ninh City-1698.jpeg,0.9697360694408416,11.340737706627339N,106.10038830734497E,[]
Phu Ly City-3816.jpeg,0.9697332233190536,20.577448812560007N,105.94590851654337E,['345.jpeg']
Long Xuyen City-4473.jpeg,0.9697159975767136,10.40817001038439N,105.41803961580345E,[]
Long Xuyen City-2125.jpeg,0.9697077870368958,10.356966273395233N,105.4536556636818E,[]
Long Hồ District-3135.jpeg,0.9697002321481704,10.183634573058265N,105.91125565836468E,[]
Cao Lanh City-1424.jpeg,0.9696982428431512,10.432494071404587N,105.64957253710186E,[]
Cao Lanh City-2160.jpeg,0.9696592465043068,10.444621272270446N,105.63587015842995E,[]
Cao Lanh City-3483.jpeg,0.9696276262402534,10.47291807429077N,105.61257611468767E,[]
Cai Lậy Town-2684.jpeg,0.9696218371391296,10.41136790722322N,106.13887160483415E,['86.jpeg']
Tam Điệp-2416.jpeg,0.9696008116006852,20.156077076315338N,105.8966970662838E,['891.jpeg']
Cai Lậy Town-4009.jpeg,0.9695759937167168,10.436969775717799N,106.17860407333892E,[]
Binh Minh Town-2090.jpeg,0.969487391412258,10.04233107359287N,105.84468912301752E,[]
Thái Bình-2194.jpeg,0.969476044178009,20.46484971051231N,106.35076939087223E,[]
Mỹ Tho-2677.jpeg,0.969433568418026,10.37587180692561N,106.38617124067312E,[]
Tam Điệp-2166.jpeg,0.969413325190544,20.15203467602662N,105.92971157495782E,[]
Phu Ly City-2927.jpeg,0.9693003222346306,20.558584277879262N,105.89554423364714E,[]
Duy Tiên District-4921.jpeg,0.9692735746502876,20.66720751373818N,105.91729818643888E,[]
Long Hồ District-3202.jpeg,0.9692673832178116,10.183634573058265N,106.00299509204586E,['568.jpeg']
Cai Lậy Town-2804.jpeg,0.969231054186821,10.414062840748963N,106.11969041314218E,[]
Long Xuyen City-3962.jpeg,0.9692141264677048,10.396042809518535N,105.4002315918643E,[]
Cao Lanh City-1749.jpeg,0.9692033305764198,10.437883938456077N,105.63312968269553E,[]
Vĩnh Long-1542.jpeg,0.9691397920250892,10.257082205454365N,105.9528052472996E,[]
Trà Vinh City-501.jpeg,0.969124749302864,9.909539837730343N,106.32766149781118E,[]
Cao Lanh City-3612.jpeg,0.9691230431199074,10.47561300781652N,105.62216777975802E,[]
Trà Vinh City-337.jpeg,0.9690693765878676,9.904149970678857N,106.32082124835837E,[]
Long Hồ District-3375.jpeg,0.9690096899867058,10.18632950658401N,105.94000980922003E,[]
Long Xuyen City-5368.jpeg,0.9689976647496223,10.433771878878964N,105.41666976780813E,[]
Cai Lậy Town-5432.jpeg,0.9689817130565644,10.46257164421238N,106.16627330725123E,[]
Cao Lanh City-1676.jpeg,0.9689815565943718,10.436536471693207N,105.64683206136746E,[]
Cao Lanh City-2547.jpeg,0.9689684957265854,10.45135860608481N,105.6660153915082E,[]
Cai Lậy Town-5048.jpeg,0.9689535871148108,10.455834310398014N,106.12791092386735E,[]
Trà Vinh City-757.jpeg,0.968936800956726,9.917624638307569N,106.35091834595066E,[]
Hoa Lư District-232.jpeg,0.9689061418175696,20.192601907264667N,105.94496277429069E,['426.jpeg']
Thanh Liêm District-5473.jpeg,0.968895211815834,20.47739468072824N,105.8973784199569E,['383.jpeg']
Binh Minh Town-2110.jpeg,0.9688876420259476,10.04233107359287N,105.87205813580505E,[]
Duy Tiên District-896.jpeg,0.9688798487186432,20.602529109118446N,105.95761272089936E,[]
Thái Bình-1849.jpeg,0.9688600972294809,20.45676490993485N,106.3565219057009E,[]
Cao Lanh City-2253.jpeg,0.9688533172011377,10.44596873903332N,105.65505348857066E,"['953.jpeg', '952.jpeg']"
Phu Ly City-50.jpeg,0.9688378870487212,20.492558406496656N,105.90417811071508E,[]
Thanh Liêm District-6477.jpeg,0.9688376784324646,20.492216815120244N,105.90456870432516E,[]
Go Cong Town-1296.jpeg,0.9688224494457244,10.37652487253844N,106.67996251095214E,[]
Duy Tiên District-1066.jpeg,0.9687863066792488,20.60791897617009N,105.93601564886697E,[]
Long Hồ District-4709.jpeg,0.9687662199139596,10.207888974789961N,105.99888735620941E,[]
Thái Bình-2349.jpeg,0.9687646329402924,20.468892110801047N,106.34070248992211E,[]
Vĩnh Long-1449.jpeg,0.9687576666474342,10.255734738691492N,105.94321992491601E,[]
Cai Lậy Town-3574.jpeg,0.9687492549419404,10.428884975140564N,106.16764339237213E,[]
Cao Lanh City-4067.jpeg,0.9687466248869896,10.485045275156622N,105.60846540108611E,[]
Cai Lậy Town-3097.jpeg,0.9687249958515168,10.419452707800456N,106.18682458406407E,[]
Long Xuyen City-3292.jpeg,0.9687146916985512,10.381220675126938N,105.43036824776134E,[]
Long Xuyen City-1711.jpeg,0.9687137827277184,10.347534006055131N,105.45228581568648E,[]
Sa Đéc City-844.jpeg,0.9687126651406288,10.292320538414481N,105.77236397715177E,[]
Trà Vinh City-1866.jpeg,0.9687076732516288,9.963438508245199N,106.33997394682622E,['736.jpeg']
Long Hồ District-786.jpeg,0.9686892554163932,10.153990304275084N,106.00710282788233E,[]
Go Cong Town-2478.jpeg,0.9686734601855278,10.407516608084503N,106.67311243874127E,[]
Go Cong Town-124.jpeg,0.9686730429530144,10.342838203466629N,106.66078230876171E,[]
Duy Tiên District-955.jpeg,0.96866487711668,20.60387657588136N,105.97920979293177E,[]
Mỹ Tho-13.jpeg,0.9686278477311134,10.320625669647844N,106.31494125018696E,[]
Cao Lanh City-988.jpeg,0.9686213508248328,10.42575673759023N,105.63312968269553E,"['517.jpeg', '516.jpeg']"
Long Hồ District-1292.jpeg,0.9685949683189392,10.16072763808944N,105.98245641286351E,[]
Long Hồ District-2914.jpeg,0.9685941189527512,10.18093963953252N,105.90988641308587E,[]
Duy Tiên District-1288.jpeg,0.968588039278984,20.61330884322173N,105.97345057372313E,[]
Go Cong Town-217.jpeg,0.9685781300067902,10.346880603755244N,106.65256222210868E,[]
Cao Lanh City-1072.jpeg,0.9685767367482184,10.427104204353101N,105.63312968269553E,"['517.jpeg', '516.jpeg']"
Sa Đéc City-1707.jpeg,0.968553088605404,10.323312273960541N,105.71346973480124E,[]
Cai Lậy Town-5365.jpeg,0.9685249850153924,10.461224177449507N,106.17175364773465E,[]
Mỹ Hào District-3789.jpeg,0.9685127064585686,20.967572679445905N,106.08487470741343E,[]
Tây Ninh City-356.jpeg,0.9685085490345956,11.308398504318339N,106.09076737156332E,['986.jpeg']
Go Cong Town-4042.jpeg,0.9684939384460448,10.4371608768677N,106.64982219322431E,['53.jpeg']
Long Hồ District-858.jpeg,0.9684828147292136,10.155337771037951N,105.94959452617174E,[]
Long Hồ District-4393.jpeg,0.96847515553236,10.202499107738472N,105.94000980922003E,[]
Long Xuyen City-4904.jpeg,0.968461073935032,10.418949744487366N,105.43858733573327E,[]
Trà Vinh City-819.jpeg,0.9684544131159782,9.920319571833314N,106.32902954770172E,[]
Cao Lanh City-2210.jpeg,0.9684445038437844,10.44596873903332N,105.59613326028135E,[]
Trà Vinh City-1040.jpeg,0.9684317260980606,9.92975183917341N,106.32082124835837E,[]
Vĩnh Long-1268.jpeg,0.9684307500720024,10.253039805165749N,105.926787943687E,[]
Trà Vinh City-542.jpeg,0.9684301316738128,9.910887304493212N,106.32766149781118E,[]
